N,P,K,temperature,humidity,ph,rainfall,label
157.20529023156445,78.04412698529114,66.61462974685419,33.33219498706118,85.60470911574899,6.602993860323118,179.03448989580085,sugarcane
123.20315333881192,47.536089109301564,52.16688195546278,23.714925687159695,65.67099606460108,6.329035256870186,75.28589356397895,wheat
101.37844533031034,45.52996438173484,38.68288368359721,27.268289716596033,57.78997232965702,6.131646550391592,141.75398938962837,cotton
100.55132818422553,47.14217688859695,56.82070387851671,30.10289549861948,64.71032652344388,6.394842896981762,137.5242539399599,cotton
181.12441467550198,76.08928766594872,63.47575860088122,26.17049167426838,69.84348909240049,6.518260030188092,161.02586246712153,sugarcane
59.848394459688535,37.01378632260621,34.320875487102654,23.347490547305735,82.82408502013905,5.493115467918266,232.1875265733354,rice
175.49316704968936,77.37105187556604,80.52462418639598,32.25548095502775,84.55347140455147,6.711056336021449,156.22524066601014,sugarcane
70.55280274392112,48.35046252827079,41.16581702388642,24.367300593654768,89.37469917744924,6.004735865659085,222.53726170143398,rice
137.1262294669841,57.59476257276822,42.779850358074086,19.10168552791244,60.28210746191887,6.871315292400261,74.79531974941051,wheat
108.64162653841731,45.37848593419996,49.61138121547572,28.50493938187663,64.30272647327583,5.549070592620289,108.37276446229428,cotton
129.4674972656584,68.66164736345873,54.933775864961234,26.563425053621437,70.95908951203174,5.807449228110704,285.2320046650573,corn
151.29425169718573,85.16110346725209,66.62547749115845,25.288747766137174,73.73118653129632,6.572792828105259,156.30941006877524,sugarcane
114.0123933461242,41.99831887428264,39.74055011047146,25.93342274082127,52.92522456534994,5.796759259188074,145.99133690204744,cotton
116.56802449616927,73.89676577012051,61.68863207772703,21.071905259699193,67.68801982833153,6.020113336447013,276.20921977141893,corn
107.38468917734849,45.10118689212273,51.610203497115535,25.360675900646218,57.083084915024855,6.030617174569442,143.1771196420647,cotton
156.40747152700885,77.07229244873669,64.46836632190627,22.593298178310945,66.37144671380818,6.203745155244136,198.86851006579644,corn
106.14267251604579,60.17676172351371,50.08201786363533,16.71155320022277,61.84533140892407,6.794532340656403,91.51210548104402,wheat
174.86622685663522,70.83789351013802,67.37336178562248,33.96870891472551,84.5771507422771,7.166954990576229,175.36455791293648,sugarcane
78.84454022422823,49.0186000958966,40.21539353287715,26.039674521423912,90.70550792011416,6.141133751121124,215.3991163351676,rice
173.83586617774327,80.18757463717131,75.828177353123,28.666235082365624,78.71880302085981,7.143519966076812,180.21150669019298,sugarcane
154.47257758753304,60.32041621485688,59.6321102444547,23.799111447081774,68.82401318653864,5.904868084386093,252.38301009786198,corn
87.58744326009892,52.963042822426914,45.86340649082874,24.676866706821997,84.22731389769103,5.9479286580938835,259.36997034448837,rice
138.96535562193347,64.59266227703287,64.79283229787683,22.59277995069274,72.52532945295425,6.611876799605067,202.22865734423294,corn
178.55642344376253,92.51866041593557,75.21746172846417,33.25015822187603,73.34103208078534,7.104674030461042,162.14443913946656,sugarcane
147.37995791404228,85.79631194839882,77.94434746589353,31.538049049976834,74.50995646749782,6.7529142174909556,166.64283221555183,sugarcane
136.40664757335523,60.748323935637316,53.705049202817214,25.347366784764414,70.02545423326612,5.637786063832335,246.29912224833208,corn
130.51438437880296,64.01158926092255,67.53066526007598,28.31377005972118,72.0646239111592,6.7433533097387555,215.11075943968237,corn
106.72712800808392,43.36418233095924,47.14326024126285,27.046439363774965,63.98811798089098,7.003328088950284,149.61132233817855,cotton
91.40360028406562,40.5433215417274,35.07112785163992,25.091096441509624,60.50134841265828,6.159206345466832,108.61623157347897,cotton
108.53350705918885,67.71963771599115,42.59736657269066,18.90295090258733,68.02814536090231,6.157213720286619,82.3244505386764,wheat
133.36703951022716,49.1933437942456,54.17067080646105,22.82276440680109,61.81234837393889,6.77610183416872,91.40001390046558,wheat
122.52731581717742,70.6380970861923,59.11584165578296,23.019391636726773,68.29767224857842,6.965964351152699,242.90210468449376,corn
115.73279851617166,54.664462461700175,42.90485495271004,30.8419817448412,53.468328922913834,7.08911297192762,103.72256501399816,cotton
129.40030239138008,69.90106246137161,51.12220734843963,29.014388522558757,70.76520006820925,5.579688225547298,233.8674990385868,corn
139.8867594969475,62.8251755638548,65.61319322984059,24.20506936074977,75.56149852613889,6.092949470769079,281.1213680384333,corn
80.6074266873119,41.47104643160638,39.48592671760889,31.274710036110243,65.01027130772354,6.200510724667979,127.13066892276456,cotton
118.65468869159007,42.252078188022324,50.962562021356064,26.133190561335322,51.46361704777405,6.635717587358168,110.19173553978928,cotton
86.57832997386365,37.69394622000254,46.11918228289272,23.97707538221749,80.7874389489468,6.142552196683839,198.40882214912403,rice
151.6129449387649,74.16275912776236,66.3639919514114,28.914646367292036,75.05827912977348,6.827099139356899,179.39936754037203,sugarcane
102.29732697825658,41.19266952608249,26.06161790607275,26.97894068537702,86.33659637738452,6.155412802155242,292.59615836238777,rice
160.78651023396353,88.36042118199428,63.392278784818984,29.763924752766776,84.57110354724585,6.259395133806249,190.21116478127982,sugarcane
132.8851775014833,60.51217776873491,42.48341284638613,18.580310219870317,68.36526919665633,6.198569924836873,72.174079447406,wheat
151.41150523295175,84.21238839176267,73.2776496052268,30.743508130717622,81.48088493262472,7.082589292045708,171.54929419432153,sugarcane
95.74771470392989,38.125712371714094,45.94753922544032,27.703747152901848,91.38572342343187,5.505073070138212,245.57141555672447,rice
158.96288611588983,82.99899586131421,71.0357645208726,30.27732075241501,71.39152753665583,7.116155521929921,189.1832716229531,sugarcane
89.70405931830061,60.46427802085829,47.59949366577623,23.17302626827723,60.7072244066982,6.6654960288341165,139.55236295173103,cotton
154.71267516544347,84.93045098015136,80.20091636408807,29.994542403999404,78.67046198699538,7.051838522068695,196.097686518907,sugarcane
62.62967723041923,33.279088480011424,39.8536096372341,24.917516512848803,92.55095910698651,5.566698577843303,288.0848994807502,rice
75.00611226036702,33.203301091758306,33.92394234708059,21.846945291235237,78.93235917145616,5.981461155985096,210.76223893758856,rice
70.58831608033782,45.2594171784755,35.343398474013924,29.88376700196068,89.60855920009249,5.6381280683245745,245.48660589053543,rice
64.38967776528253,48.91396999880891,36.56334383965282,25.950298943995225,80.22271186176455,5.735239028674716,200.69270859970044,rice
145.12478482570657,76.44600167323209,58.42327315442414,26.55085503021218,84.00655805701662,6.7591878057913934,185.80610847985108,sugarcane
159.61426448326202,65.98804654199277,65.26850054679822,19.441161815214066,71.22865175991731,6.895321820717623,266.407348386184,corn
126.46995078807284,57.09041053519246,52.01755290856284,29.472999533261593,59.67925343857671,6.997877017829855,119.5045422854395,cotton
173.2004373036144,90.05559221003453,71.50054443450179,28.623087045866303,75.54074041168641,6.396510578147836,157.7477914481097,sugarcane
88.05807832013825,47.3710435219665,32.79207212320005,24.02613002189709,61.76833978398049,6.955362737272243,146.85017421487123,cotton
87.33462649847613,38.43127335953611,43.21946530564546,27.30743278295811,57.98769986383364,6.904418496965412,149.4138794716286,cotton
126.91537285610988,52.435880675305306,47.133033547729056,19.20050360845826,63.68726498902394,6.162382741946331,95.35289411402837,wheat
99.84282251932997,43.516340843464356,32.972808100244066,29.0555653854144,49.403339688494356,6.029544255945993,139.20439322153157,cotton
174.8882825780317,71.53616742587401,78.24403105731646,27.75332215441429,74.17567014484091,6.928311161244565,194.19351132974379,sugarcane
103.54747204825392,43.76422061700284,38.095849697157014,26.998449941160242,62.08172431044292,6.429772174486154,111.82729122183007,cotton
